primary_contact_id,contact_channel,transcript_created_date_at_utc,is_retail_agent,subject,transcript,summary,error,contact_reason,contact_audience,retailer,product,order_id,jira_ticket,notes
[02:49:24 retailer]: thank you goodbye
[02:49:26 agent]: thank you bye bye",Retailer requested cancellation of a duplicate order for a customer.,,Order Cancellations and Modifications :: Retailer-Initiated Cancellations,Retailer / Retailer Account Manager,Kruger,,2304,,
8f68b792-565f-4e5f-8e3c-f9019022702e,phone,2025-10-13 23:37:04.579,1,,"[23:37:04 agent]: give him make her feel special get him
[23:37:09 retailer]: hello
[23:37:11 agent]: how you doing
[23:37:13 agent]: hello
[23:37:14 retailer]: hi i had a customer have an order hello
[23:37:17 agent]: yeah
[23:37:19 agent]: hi i'm sorry you were i couldn't hear you who am i speaking with
[23:37:20 retailer]: hi
[23:37:23 retailer]: it's okay
[23:37:25 retailer]: excuse me
[23:37:26 agent]: who am i speaking with
[23:37:28 retailer]: alana
[23:37:29 agent]: hi alanna where are you calling from
[23:37:32 retailer]: stool shop wayne new jersey
[23:37:35 agent]: okay and how can i help you today
[23:37:37 retailer]: i had in order to be picked up for delivery at three thirty between three and four the customer called and said it was cancelled on ins kurt's end i wasn't sure if there was a way to re release it and send another driver for them
[23:37:42 agent]: bye
[23:37:57 agent]: if it was cancelled
[23:38:00 agent]: we wouldn't be able to cancel the order it's cancelled
[23:38:04 retailer]: once it's canceled it's cancel okay i'll reach out to him and see if you can then just come pick it up
[23:38:09 agent]: okay i'm so sorry about that
[23:38:11 retailer]: no it's okay alright thank you bye bye
[23:38:12 agent]: alright thank you bye",Retailer reported a cancelled delivery order and inquired about re-releasing it for another driver.,,Order Cancellations and Modifications :: Retailer-Initiated Cancellations,Retailer / Retailer Account Manager,,,,,
500Uc00000e66jmIAA,email,2025-07-14 23:34:42.000,0,[EXTERNAL] Store Hours Change Tracker: Store#559 Hours Change,"Message 1 (2025-07-14 23:34:42.000 Z):
Store#: 559
Store Name: Redding
Address: 1315  Churn Creek Rd, Redding, CA-96003
DSM/MSM#: Dayna Rivera
Reason: OTHER (NON-COVID)
Special Hours: SUN 9:30-7, MON 9:30-7:30, TUE-THU 10-6, FRI 9:30-7:30, SAT 10-6
Special Hours Effective Date: 07/15/2025-07/20/2025
Notes: Reduced hours due to staffing. We made an offer on a Sales Lead this morning so store will be fully staffed.


To unsubscribe from this group and stop receiving emails from it, send an email to StoreHoursAdjustments+unsubscribe@instacart.com.",Retailer reported adjusted store hours for Store#559 due to staffing issues.,,Store Closures/Hours :: Store Closures and Adjusted Hours,Retailer / Retailer Account Manager,,,,,"Store hours were adjusted temporarily from 07/15/2025 to 07/20/2025 due to staffing shortages, with a new hire expected to resolve the issue."
f0b8d5ac-dc39-4b0d-ab6c-5a2a31423146,phone,2025-10-11 16:33:45.696,1,,"[16:33:45 agent]: thank you for calling ear retail supporter my name is vanessa how can i help you
[16:33:49 retailer]: hi yes this is kathy with on road support i'm trying to get additional information on why an order was cancelled the phone number for the account is seven one eight six five zero seven six seven zero
[16:34:05 retailer]: and the customer name is jonathan jordan
[16:34:09 agent]: alright thank you just give me a few moments if you don't mind so i can go ahead and look into the order and find the council okay
[16:34:14 retailer]: sure
[16:34:34 agent]: alright thank you alright service like there was an issue with the car the shopper looks like probably once they were out for delivery they had some car issues so unfortunately they weren't able to fulfill the order which led to the cancel
[16:34:49 retailer]: okay so you don't know if cause they cancelled it's saying it was the customer responsibility for duplicate order so that's invalid that's what's showing up
[16:34:57 agent]: well yeah that's the that's the reason duplicate order but yeah that's there's a sub note here that explained with the actual issue was which was that the proper card issues so as agents we have a certain list that it like it falls under they just mark the wrong reason but
[16:35:06 retailer]: and
[16:35:15 retailer]: yeah so we don't know if the order fee still has the order if the order's back at the store huh
[16:35:20 agent]: no i don't know yeah i don't yeah i don't know that but they do have the twenty four hours to bring the order back
[16:35:23 retailer]: oh
[16:35:26 retailer]: okay alright
[16:35:28 agent]: alright is there anything else i can assist you with any additional questions
[16:35:31 retailer]: no
[16:35:32 retailer]: and
[16:35:33 agent]: alright well you have a great day
[16:35:36 agent]: bye bye
[16:35:37 retailer]: no",Retailer inquired about the reason for an order cancellation and its status.,,Order Cancellations and Modifications :: Retailer-Initiated Cancellations,Retailer / Retailer Account Manager,,,,,
500Uc00000gxaowIAA,email,2025-08-14 16:02:16.000,1,PSO-55242 Instacart Enterprise Technical Support Fw: Report of Shopper Misconduct,"Message 1 (2025-08-14 16:02:15.000 Z):
—-—-—-—

Reply above this line.



Dear Patrick MIlls,

We have got an update for you! Zach Benton (Bi-Rite Market) commented on issue PSO-55242:

Hi Teddy,

Could you please reopen this ticket? It appears that the issue has not in fact been resolved.



Current Issue Status: Resolved

Issue Summary: Fw: Report of Shopper Misconduct

Instacart Enterprise Technical Support

__________________________


Dear Patrick MIlls,

We have got an update for you! Automation for Jira commented on issue PSO-55242:

Hi Zach Benton (Bi-Rite Market),

This ticket has been closed for more than one week. Should you require additional assistance, please open a new ticket here: [1]Enterprise Service Desk

Current Issue Status: Resolved

Issue Summary: Fw: Report of Shopper Misconduct

Instacart Enterprise Technical Support
----------------------------------------------------------------------------------------
[1] https://instacart.atlassian.net/servicedesk/customer/portal/1



View request: https://instacart.atlassian.net/servicedesk/customer/portal/1/PSO-55242?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0Z3QiOiJhbm9ueW1vdXMtbGluayIsInFzaCI6ImFjMzkxZDdlNGM3Y2QxODRkYjUyNjQ1MTIxYTBhOTIyMTIxNTZiYTQ5YWYwNDY2ZDk3MGEwNmYwOTI5Nzg0OWYiLCJpc3MiOiJzZXJ2aWNlZGVzay1qd3QtdG9rZW4taXNzdWVyIiwiY29udGV4dCI6eyJ1c2VyIjoiMjI5ODkiLCJpc3N1ZSI6IlBTTy01NTI0MiJ9LCJleHAiOjE3NTc2MDY1MzAsImlhdCI6MTc1NTE4NzMzMH0.ET3NIFJJIzyZO4pfujkhWPDEOo3tJ9s7__Sfs6sgHjk&sda_source=notification-email

Turn off this request's notifications: https://instacart.atlassian.net/servicedesk/customer/portal/1/PSO-55242/unsubscribe?jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0Z3QiOiJhbm9ueW1vdXMtbGluayIsInFzaCI6ImQxZDc2YzA2ODFiNzE3Y2M5ZTdhYjg2NGJmYzEyMTg3ODkxMzM2NWQwZGZmZGRlMTRiYTBmOTE2OGFhNDFiOTgiLCJpc3MiOiJzZXJ2aWNlZGVzay1qd3QtdG9rZW4taXNzdWVyIiwiY29udGV4dCI6eyJ1c2VyIjoicW06OGE3YjhmMjctZmY2Ny00ODUwLTgxYzAtMjc5OGZlOWI2M2FhOjRmYjU5MDI5LTQyZTktNDVjYi1iM2FkLWIwMjVmZDk4ODllYiIsImlzc3VlIjoiUFNPLTU1MjQyIn0sImV4cCI6MTc1NzYwNjUzMCwiaWF0IjoxNzU1MTg3MzMwfQ.pxOp3sNhqK0EXpy4AyDMWARIG1fa79CDiNSuaYcZqTI

This is shared with Bi-Rite, Patrick MIlls, retailsupport@instacart.com, retail_escalation@instacart.com, and 4 other people

------------------------------
Powered by Jira Service Management
https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service_desk_email_footer&utm_content=instacart

To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.",Retailer requested reopening of a ticket regarding a report of shopper misconduct.,,Shopper Issues :: Shopper Misconduct,Retailer / Retailer Account Manager,Bi-Rite Market,,,PSO-55242,
500Uc00000bk9EJIAY,email,2025-06-18 21:46:41.000,1,"AP ROC Alert - Power Outage at Store & Gas Station 120 - South Bend, IN (UPDATE) (MEJR120007704)","Message 1 (2025-06-18 21:46:40.000 Z):
This is an important message from the Asset Protection Remote Operations Center.


Location: Store & Gas Station 120 - South Bend, IN
Outage Start Time: 06-18-2025 16:25
Outage End Time:
Cause of Outage: Weather
BUSINESS IMPACT:

Main Store Power  Backup generator power
Data Center  Has power
POS / Service Desk  Front end/Service Desk POS is impacted, but operational; Some lanes not impacted
Main Store Lights  Partial
Pickup  Unable to process and fulfill orders
Pharmacy  Unable to process and sell prescriptions
Gas Station  No power at this time; Closed due to power outage
Generator Truck / #  Dispatched to site; E5504
Dispatched From  Lansing DC at 06-18-2025 17:15
Store POC  Jim 269-845-5019


Notes:

Remote Operations Center (ROC) | Asset Protection

Meijer | 2727 Walker NW | Grand Rapids, MI 49544

(616) 791-3527 | remoteoperations@meijer.com


Confidentiality Notice and Disclaimer: This document and all information contained within are confidential and intended solely for the use of the individual or entity to whom they are addressed. Disseminating, distributing, or sharing the contents of this email outside of your organization is strictly prohibited. If you are not the intended recipient, please contact the sender and destroy all copies of the document and original message. Pictures contained within are Meijer property and are not for release to the media absent Meijer consent.


If you have questions about this alert, please contact remoteoperations@meijer.com.

To update your personal contact information, visit: www.meijer.com/emergencyalerts.


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.",Retailer reported a power outage at Store & Gas Station 120 impacting operations due to weather.,,Store Closures/Hours :: Power and Network Outages,Retailer / Retailer Account Manager,Meijer,,,,"The outage affected multiple store operations including POS systems, pickup services, pharmacy, and gas station. A generator truck was dispatched to the site."
a1e7d9fb-511d-49db-ad3e-2cb8303f1246,phone,2025-09-12 17:47:18.854,1,,"[17:47:18 agent]: thank you for calling stu details support my name is ann how can i assist you today
[17:47:23 retailer]: hi age am i here with customer connect i'd like to verify why an order was cancelled my customer's phone number is nine seven one three six one one zero six three
[17:48:09 agent]: okay
[17:48:16 retailer]: okay
[17:48:17 agent]: okay so the customer's order was cancelled due to an online payment failure
[17:48:23 retailer]: yeah
[17:48:24 retailer]: i see so it was in the customer's end or
[17:48:28 agent]: yeah i think it was the probably the marco that the shopper was using the shop
[17:48:32 retailer]: yes
[17:48:34 retailer]: alright i appreciate it thank you
[17:48:36 agent]: no problem you have a good day bye bye
[17:48:39 retailer]: thanks bye bye",Retailer inquired about the reason for a customer's order cancellation due to payment failure.,,Order Cancellations and Modifications :: Payment or Authorization Failures,Retailer / Retailer Account Manager,,Connect,,,
a3122752-b3cf-49d3-949f-1900c8adc94e,phone,2025-10-20 02:16:50.019,1,,"[02:16:50 agent]: hi thank you for calling scott support this is tatiana how may i help you today
[02:16:54 retailer]: hi i'm a spence to cart worker and i just dropped off an order but was unable to scan the bags before the the the pickup person left with them so i've just got an open order now that i need cleared or completed
[02:17:11 agent]: okay no problem i can definitely assist you get this order completed give me one moment
[02:17:18 agent]: can you provide me with the order number
[02:17:22 agent]: or the device phone number
[02:17:28 retailer]: the device phone number is six zero two
[02:17:32 retailer]: eight one five five nine zero one that is this phone's number
[02:17:38 agent]: okay and what is the name of the customer
[02:17:42 retailer]: is for samantha n
[02:17:45 agent]: okay
[02:17:50 agent]: give me one moment while i locate this order
[02:18:31 agent]: new
[02:18:59 agent]: of course by the end of the night the system of the move slopes so slow
[02:19:04 retailer]: and it is that's how it goes
[02:19:06 agent]: yeah
[02:19:30 agent]: no
[02:19:38 agent]: okay i think i found the order let me see
[02:19:43 agent]: is your name co
[02:19:45 retailer]: i'm sorry yes i'm call
[02:19:47 agent]: okay perfect
[02:19:50 retailer]: okay
[02:20:00 retailer]: okay
[02:20:09 retailer]: yes
[02:20:29 agent]: alright i believe i will to cancel it let me get that completed let me see
[02:20:35 retailer]: it's not showing up for me so i think you did it
[02:20:39 agent]: yeah that order was completed is there anything else i can assist you with today
[02:20:43 retailer]: that's it thank you so much i really appreciate you
[02:20:46 agent]: you're welcome no problem hope you have a great night
[02:20:48 retailer]: you too bye bye",Retailer requested assistance to complete an order after being unable to scan the bags before delivery.,,Order Cancellations and Modifications :: Retailer-Initiated Cancellations,Retailer / Retailer Account Manager,,,,,
e00e43d1-88e2-4223-aa93-3083813f16d4,phone,2025-09-14 01:19:47.136,1,,"[01:19:47 agent]: thank you for calling in star retail support my name is et and who are the pleasure speaking with
[01:19:53 retailer]: hi i'm hailey i'm calling from public we have an instant car here that's been here for a couple days
[01:20:03 retailer]: not sure if it's been refunded yet or anything
[01:20:06 agent]: okay yeah here let me take a better look and see if that order's been refunded what's gonna be that order number that's on one of the stickers
[01:20:15 retailer]: is it the all the numbers
[01:20:16 agent]: yeah it should start with like a one seven
[01:20:19 retailer]: yeah it's one seven nine seven
[01:20:23 retailer]: three two nine three one three eight four zero seven
[01:20:30 retailer]: three four four dash three dash five
[01:20:36 agent]: thank you one moment
[01:20:38 retailer]: yeah
[01:21:21 agent]: okay and i just got it pulled up here on my end so it shows on your end this was for aa right or yeah gina okay so yeah it does look like this order was just auto completed because the customer no one called us in to cancel it or
[01:21:31 retailer]: yeah
[01:21:41 agent]: schedule it but since it is still in your store we can definitely go ahead and just issue out a refund since the customer never really picked up their order give me a few moments here
[01:23:12 agent]: okay perfect and i was able to go ahead and issue out a reo for the customer im seeing from here moving forward you guys can go ahead and just put everything back onto your sales for as normal since the customer never picked up
[01:23:29 retailer]: alright thank you so much
[01:23:31 agent]: anna you're very welcome and you have a lovely rest of your day
[01:23:34 retailer]: thank you you too
[01:23:36 agent]: thank you bye bye
[01:23:37 retailer]: bye bye",Retailer reported an uncollected order and requested a refund for the customer.,,Payment and Refund Issues :: Refund Delays or Missing Refunds,Retailer / Retailer Account Manager,Publix,,17973293138407,,
500Uc00000fnxIlIAI,email,2025-08-01 15:16:01.000,1,Grove Kosher Market - Conference Call,"Message 1 (2025-08-01 15:16:00.000 Z):
Good morning,

We work with Bethany and she informed us that she is away for the next two
weeks.

However, we would like to have a call regarding image coverage, as well as
promotions and marketing.

Can we please set up a call for Monday or Tuesday 1 pmor 2 pm is a great
time for us.

Please advise.

Thank you,

Rotem

-- 
You received this message because you are subscribed to the Google Groups ""Portfolio Management"" group.
To unsubscribe from this group and stop receiving emails from it, send an email to portfoliomanagement+unsubscribe@instacart.com.
To view this discussion visit https://groups.google.com/a/instacart.com/d/msgid/portfoliomanagement/CAHd2w%2BA9P3F2KLiQNx8HvAa47qU2V7ECpW_4wFJKipo40pdS-w%40mail.gmail.com.

=== NEXT MESSAGE ===

Message 2 (2025-08-01 15:16:00.000 Z):
Hello,

My name is Francine, and I’m with Instacart Partner Support. I’ll be more than happy to assist you. I have escalated your request to the appropriate team for resolution.

Once again, thank you so much for bringing this to our attention, and I hope you have a wonderful day!




--------------- Original Message ---------------
From: Rotem Carmel [rotem@grovekosher.com]
Sent: 2025-08-01, 11:15 a.m.
To: rachel@grovekosher.com; matt@grovekosher.com; portfoliomanagement@instacart.com
Subject: Grove Kosher Market - Conference Call
Good morning,
We work with Bethany and she informed us that she is away for the next two weeks.
However, we would like to have a call regarding image coverage, as well as promotions and marketing.
Can we please set up a call for Monday or Tuesday 1 pmor 2 pm is a great time for us.
Please advise.
Thank you,

Rotem


--
You received this message because you are subscribed to the Google Groups ""Portfolio Management"" group.
To unsubscribe from this group and stop receiving emails from it, send an email to portfoliomanagement+unsubscribe@instacart.com.
To view this discussion visit https://groups.google.com/a/instacart.com/d/msgid/portfoliomanagement/CAHd2w%2BA9P3F2KLiQNx8HvAa47qU2V7ECpW_4wFJKipo40pdS-w%40mail.gmail.com.


Francine Semete
Customer Experience Retail Email Specialist

thread::F2O6-L2IOq6YRgwmXo9FEik::

=== NEXT MESSAGE ===

Message 3 (2025-08-01 15:16:00.000 Z):
Hello Rotem,

My name is Kelly, and I am part of the Retailer Success Team.

Thank you for your request! You can review how to upload images Images

If you are looking for image coverage, we can arrange for a Snappr team to assist. Alternatively, if you’d like to upload images yourself, you can do so directly in IPP.

If you need further assistance, feel free to schedule time on my calendar: :Meeting Here.

Best regards,
Kelly


--------------- Original Message ---------------
From: Retail Support [retailsupport@instacart.com]
Sent: 8/1/2025, 9:45 AM
To: rotem@grovekosher.com
Cc: rachel@grovekosher.com; matt@grovekosher.com
Subject: RE: Grove Kosher Market - Conference Call

Hello,

My name is Francine, and I’m with Instacart Partner Support. I’ll be more than happy to assist you. I have escalated your request to the appropriate team for resolution.

Once again, thank you so much for bringing this to our attention, and I hope you have a wonderful day!




--------------- Original Message ---------------
From: Rotem Carmel [rotem@grovekosher.com]
Sent: 2025-08-01, 11:15 a.m.
To: rachel@grovekosher.com; matt@grovekosher.com; portfoliomanagement@instacart.com
Subject: Grove Kosher Market - Conference Call
Good morning,
We work with Bethany and she informed us that she is away for the next two weeks.
However, we would like to have a call regarding image coverage, as well as promotions and marketing.
Can we please set up a call for Monday or Tuesday 1 pmor 2 pm is a great time for us.
Please advise.
Thank you,

Rotem


--
You received this message because you are subscribed to the Google Groups ""Portfolio Management"" group.
To unsubscribe from this group and stop receiving emails from it, send an email to portfoliomanagement+unsubscribe@instacart.com.
To view this discussion visit https://groups.google.com/a/instacart.com/d/msgid/portfoliomanagement/CAHd2w%2BA9P3F2KLiQNx8HvAa47qU2V7ECpW_4wFJKipo40pdS-w%40mail.gmail.com.


Francine Semete
Customer Experience Retail Email Specialist

thread::F2O6-L2IOq6YRgwmXo9FEik::",Retailer requested a conference call to discuss image coverage and marketing promotions.,,Other :: Other,Retailer / Retailer Account Manager,Grove Kosher Market,IPP,,,
0e8900e9-de2a-4494-9007-d570a2431b79,phone,2025-09-14 20:37:45.499,1,,"[20:37:45 agent]: thank you for contacting customer experience my name is danny how can i assist
[20:37:50 retailer]: hi calling from k cc program customer connect i wanted to know if you could take an item off an order or that does not give you the option to do so
[20:38:02 retailer]: for today
[20:38:02 agent]: we wouldn't be able to remove it on our end but the customer should be able to remove it or decline the item
[20:38:10 retailer]: alright i'll let her know thank you so much
[20:38:13 agent]: no problem thank you take care bye bye
[20:38:15 retailer]: eight",Retailer inquired about removing an item from a customer's order.,,Order Cancellations and Modifications :: Order Modification Requests,Retailer / Retailer Account Manager,,Connect,,,
500Uc00000kDgmzIAC,email,2025-09-19 18:56:33.000,1,Unable to do Demo orders,"Message 1 (2025-09-19 18:56:32.000 Z):
Hi there,

We are able to log in, but are unable to do demo orders. Error message pops up that says unexpected server error.
Our go live date is Tuesday, so we would like to get some practice in before we have to use it.

Thanks,

Mike Darnbrough
Front Store Manager
Shoppers Drug Mart #1387
3080 Carling Ave., Ottawa, ON
K2B 7K2
T: 613-820-5350 | F: 613-820-4472
C: 613-981-5799

To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.

=== NEXT MESSAGE ===

Message 2 (2025-09-19 18:56:32.000 Z):
Hello Mike,

My name is Rai with Instacart Retail Support.

I've escalated your demo order server error issue to our Retailer and Wholesaler Success Team. They'll investigate and contact you within the next few hours to resolve this before your Tuesday go-live.

For urgent issues, call our retail partner line at 415-712-0241.

Best regards,

Rai Gresham
Instacart Retail Support



--------------- Original Message ---------------
From: MICHAEL DARNBROUGH [mdarnbro@shoppersdrugmart.ca]
Sent: 9/19/2025, 2:56 PM
To: retailsupport@instacart.com
Subject: Unable to do Demo orders

Hi there,
We are able to log in, but are unable to do demo orders. Error message pops up that says unexpected server error.
Our go live date is Tuesday, so we would like to get some practice in before we have to use it.
Thanks,
Mike Darnbrough
Front Store Manager
Shoppers Drug Mart #1387
3080 Carling Ave., Ottawa, ON
K2B 7K2
T: 613-820-5350 | F: 613-820-4472
C: 613-981-5799


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.

thread::R_sLLTIZObym4DJPmgzRsCk::

=== NEXT MESSAGE ===

Message 3 (2025-09-19 18:56:32.000 Z):
Hi there,

Just following up, as we have not heard from anyone regarding this issue yet.

Is there any update to this issue? We are still unable to do demo orders.

Thanks,

Mike Darnbrough
Front Store Manager
Shoppers Drug Mart #1387
3080 Carling Ave., Ottawa, ON
K2B 7K2
T: 613-820-5350 | F: 613-820-4472
C: 613-981-5799

________________________________
From: Retail Support <retailsupport@instacart.com>
Sent: Friday, September 19, 2025 3:27 PM
To: MICHAEL DARNBROUGH (SDM) <mdarnbro@shoppersdrugmart.ca>
Subject: [EXT] RE: Unable to do Demo orders

CAUTION: External email. Do not click links or open attachments unless you recognize the sender and know the content is safe.

[Instcartletterhead]
Hello Mike,

My name is Rai with Instacart Retail Support.

I've escalated your demo order server error issue to our Retailer and Wholesaler Success Team. They'll investigate and contact you within the next few hours to resolve this before your Tuesday go-live.

For urgent issues, call our retail partner line at 415-712-0241.

Best regards,

Rai Gresham
Instacart Retail Support


--------------- Original Message ---------------
From: MICHAEL DARNBROUGH [mdarnbro@shoppersdrugmart.ca]
Sent: 9/19/2025, 2:56 PM
To: retailsupport@instacart.com
Subject: Unable to do Demo orders

Hi there,

We are able to log in, but are unable to do demo orders. Error message pops up that says unexpected server error.
Our go live date is Tuesday, so we would like to get some practice in before we have to use it.

Thanks,

Mike Darnbrough
Front Store Manager
Shoppers Drug Mart #1387
3080 Carling Ave., Ottawa, ON
K2B 7K2
T: 613-820-5350 | F: 613-820-4472
C: 613-981-5799




To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com<mailto:retailsupport+unsubscribe@instacart.com>.[https://instacartcustomerexperience.my.salesforce.com/servlet/servlet.ImageServer?oid=00DHs000001RJBk&esid=018Uc00000enwn4&from=ext]

thread::R_sLLTIZObym4DJPmgzRsCk::

To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.

=== NEXT MESSAGE ===

Message 4 (2025-09-19 18:56:32.000 Z):
Hello Team,

Thank you for reaching out to Portfolio Managment, please allow some time for your request to be reviewed and we will get back with a response.

Best


--------------- Original Message ---------------
From: MICHAEL DARNBROUGH [mdarnbro@shoppersdrugmart.ca]
Sent: 9/21/2025, 11:20 AM
To: retailsupport@instacart.com
Subject: Re: [EXT] RE: Unable to do Demo orders

Hi there,
Just following up, as we have not heard from anyone regarding this issue yet.
Is there any update to this issue? We are still unable to do demo orders.
Thanks,
Mike Darnbrough
Front Store Manager
Shoppers Drug Mart #1387
3080 Carling Ave., Ottawa, ON
K2B 7K2
T: 613-820-5350 | F: 613-820-4472
C: 613-981-5799
From: Retail Support <retailsupport@instacart.com>
Sent: Friday, September 19, 2025 3:27 PM
To: MICHAEL DARNBROUGH (SDM) <mdarnbro@shoppersdrugmart.ca>
Subject: [EXT] RE: Unable to do Demo orders

CAUTION: External email. Do not click links or open attachments unless you recognize the sender and know the content is safe.


Hello Mike,

My name is Rai with Instacart Retail Support.

I've escalated your demo order server error issue to our Retailer and Wholesaler Success Team. They'll investigate and contact you within the next few hours to resolve this before your Tuesday go-live.

For urgent issues, call our retail partner line at 415-712-0241.

Best regards,

Rai Gresham
Instacart Retail Support



--------------- Original Message ---------------
From: MICHAEL DARNBROUGH [mdarnbro@shoppersdrugmart.ca]
Sent: 9/19/2025, 2:56 PM
To: retailsupport@instacart.com
Subject: Unable to do Demo orders
Hi there,
We are able to log in, but are unable to do demo orders. Error message pops up that says unexpected server error.
Our go live date is Tuesday, so we would like to get some practice in before we have to use it.
Thanks,
Mike Darnbrough
Front Store Manager
Shoppers Drug Mart #1387
3080 Carling Ave., Ottawa, ON
K2B 7K2
T: 613-820-5350 | F: 613-820-4472
C: 613-981-5799


To unsubscribe from this group and stop receiving emails from it, send an email to  retailsupport+unsubscribe@instacart.com.

thread::R_sLLTIZObym4DJPmgzRsCk::


To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.",Retailer reported being unable to process demo orders due to a server error before their go-live date.,,Technical and App Issues :: Order Processing Errors,Retailer / Retailer Account Manager,Shoppers Drug Mart,Storefront Pro,,,The retailer is preparing for a go-live date and requires resolution to practice using the system.
500Uc00000hcf4cIAA,email,2025-08-21 17:07:19.000,0,"Follow-up on Retailer Application - Ascend Area Market, 5629 N Lamar Blvd, Austin, TX 78751, USA","Message 1 (2025-08-21 17:07:19.000 Z):
Dear Instacart portfolio management team,

I trust this message finds you well,

I am writing to follow up on our application to join the Instacart
marketplace, as we have not yet received any updates from your team.I
reached out to the Retailer Support team and was informed that we should
expect a documented final decision from the Portfolio Management team.

At this point, we would greatly appreciate it if you could provide us with
an update regarding this , at your earliest convenience.

Thank you for your time and we look forward to hearing from you soon.


Regards,

Victoria,

Ascend Area Market.

To unsubscribe from this group and stop receiving emails from it, send an email to retailsupport+unsubscribe@instacart.com.",Retailer requested an update on their application to join the Instacart marketplace.,,Account and Membership Issues :: General Account Inquiries,Retailer / Retailer Account Manager,Ascend Area Market,,,,
